|text|rt_count|tweet_datetime|tokens|char_count|word_count|urls|url_count|hashtags|hashtag_count|mentions|mentions_count
3126|@Qvxxn: @svziee yaaaayyyy . masterpiece on the way         |1|Mon Feb 15 22:18:53 +0000 2016|[@Qvxxn, @svziee, yaaaayyyy, masterpiece, on, the, way]|59|7|[]|1|[]|1|[]|1
3127|Closed Sell 1.6 Lots EURUSD 1.11536 for +3.6 pips, total for today +287.4 pips #FOREX #TRADER #INVESTOR #EURUSD|0|Mon Feb 15 22:18:53 +0000 2016|[Closed, Sell, 1.6, Lots, EURUSD, 1.11536, for, +3.6, pips, total, for, today, +287.4, pips, #FOREX, #TRADER, #INVESTOR, #EURUSD]|111|18|[]|1|[#FOREX, #TRADER, #INVESTOR, #EURUSD]|1|[#FOREX, #TRADER, #INVESTOR, #EURUSD]|1
3128|I'm tired of seeing adults play in the streets when we should be building more roads.|0|Mon Feb 15 22:18:53 +0000 2016|[I'm, tired, of, seeing, adults, play, in, the, streets, when, we, should, be, building, more, roads.]|85|16|[]|1|[]|1|[]|1
3129|@PpotGAR: THAT Moment.  @martalmcomposer #Unplugged @Wazogate #MomentWAZO #Hallelujah #LeonardCohen https://t.co/DYsdy9Pbbs|2|Mon Feb 15 22:18:53 +0000 2016|[@PpotGAR, THAT, Moment, @martalmcomposer, #Unplugged, @Wazogate, #MomentWAZO, #Hallelujah, #LeonardCohen, https://t.co/DYsdy9Pbbs]|123|10|[https://t.co/DYsdy9Pbbs]|1|[#Unplugged, #MomentWAZO, #Hallelujah, #LeonardCohen]|1|[#Unplugged, #MomentWAZO, #Hallelujah, #LeonardCohen]|1
3130|@clairepower: SF voted against every cut in USC for low and middle income workers in the Dail over the last 5 years @labour #CBLive #GE16|7|Mon Feb 15 22:18:53 +0000 2016|[@clairepower, SF, voted, against, every, cut, in, USC, for, low, and, middle, income, workers, in, the, Dail, over, the, last, 5, years, @labour, #CBLive, #GE16]|137|25|[]|1|[#CBLive, #GE16]|1|[#CBLive, #GE16]|1
3131|@TheFunnyVine this still keeps making me laugh     |0|Mon Feb 15 22:18:53 +0000 2016|[@TheFunnyVine, this, still, keeps, making, me, laugh]|51|7|[]|1|[]|1|[]|1
3132|@FreirePhoto: My best RTs this week came from: @LakeshiaMByrd @IamJanFreire #thankSAll Who were yours? https://t.co/Luh6TAfFaV https://t   |2|Mon Feb 15 22:18:53 +0000 2016|[@FreirePhoto, My, best, RTs, this, week, came, from, @LakeshiaMByrd, @IamJanFreire, #thankSAll, Who, were, yours?, https://t.co/Luh6TAfFaV, https://t]|139|16|[https://t.co/Luh6TAfFaV, https://t]|1|[#thankSAll]|1|[#thankSAll]|1
3133|@RYANSMITH_com: @teahnaaa is the worst texter in the     |1|Mon Feb 15 22:18:53 +0000 2016|[@RYANSMITH_com, @teahnaaa, is, the, worst, texter, in, the]|57|8|[]|1|[]|1|[]|1
3134|i dont care what anyone says... running a straight mile while sick is the WORST|0|Mon Feb 15 22:18:53 +0000 2016|[i, dont, care, what, anyone, says.., running, a, straight, mile, while, sick, is, the, WORST]|79|15|[]|1|[]|1|[]|1
3135|@_WithhhHearttt: I'm ready for summer !           |1|Mon Feb 15 22:18:53 +0000 2016|[@_WithhhHearttt, I'm, ready, for, summer]|50|5|[]|1|[]|1|[]|1
3136|"@clvtno: Desiigner over Future all day, it   s good to hear actual words instead of someone mumbling    hububbullmummuladishes   
hubbubullaco   "|3|Mon Feb 15 22:18:53 +0000 2016|"[@clvtno, Desiigner, over, Future, all, day, it, s, good, to, hear, actual, words, instead, of, someone, mumbling, hububbullmummuladishes, 
hubbubullaco]"|145|19|[]|1|[]|1|[]|1
3137|@Hive_5 @ikiro_pkmn @pixiv Haha yes! That's probably the best part about new Pok  mon reveals|0|Mon Feb 15 22:18:53 +0000 2016|[@Hive_5, @ikiro_pkmn, @pixiv, Haha, yes, That's, probably, the, best, part, about, new, Pok, mon, reveals]|93|15|[]|1|[]|1|[]|1
3138|Phones destroyed, fb me if I'm required lool https://t.co/drcIWcR6YQ|0|Mon Feb 15 22:18:53 +0000 2016|[Phones, destroyed, fb, me, if, I'm, required, lool, https://t.co/drcIWcR6YQ]|68|9|[https://t.co/drcIWcR6YQ]|1|[]|1|[]|1
3139|@UpdateJenner: Kylie, Jordyn Woods and Harry Hudson leaving Trump Towers in New York City. #JennerUpdates https://t.co/aLeOUnZy4F|6|Mon Feb 15 22:18:53 +0000 2016|[@UpdateJenner, Kylie, Jordyn, Woods, and, Harry, Hudson, leaving, Trump, Towers, in, New, York, City, #JennerUpdates, https://t.co/aLeOUnZy4F]|129|16|[https://t.co/aLeOUnZy4F]|1|[#JennerUpdates]|1|[#JennerUpdates]|1
3140|@cchsbball: In the girls championship game of the Tuscan Brands Round Ball Classic. Westford Academy leads Wachusetts 17-15. Both teams    |1|Mon Feb 15 22:18:53 +0000 2016|[@cchsbball, In, the, girls, championship, game, of, the, Tuscan, Brands, Round, Ball, Classic, Westford, Academy, leads, Wachusetts, 17-15, Both, teams]|139|20|[]|1|[]|1|[]|1
3141|"@twd6reedus: Olhem esse cast maravilhoso 
WE ARE ALL TEEN WOLF https://t.co/WIKMJLiGcj"|1|Mon Feb 15 22:18:53 +0000 2016|"[@twd6reedus, Olhem, esse, cast, maravilhoso, 
WE, ARE, ALL, TEEN, WOLF, https://t.co/WIKMJLiGcj]"|86|11|[https://t.co/WIKMJLiGcj]|1|[]|1|[]|1
3142|He said I miss you beautiful what y'all doing      he makes me so happy|0|Mon Feb 15 22:18:53 +0000 2016|[He, said, I, miss, you, beautiful, what, y'all, doing, he, makes, me, so, happy]|71|14|[]|1|[]|1|[]|1
3143|"@depressedharuhi @RedHeadHost ""and I think the two of you are adorable together."""|0|Mon Feb 15 22:18:53 +0000 2016|[@depressedharuhi, @RedHeadHost, and, I, think, the, two, of, you, are, adorable, together]|81|12|[]|1|[]|1|[]|1
3144|@californiakIass: WAUN DESERVES A GRAMMY WAUN DESERVES A GRAMMY WAUN DESERVES A GRAMMY WAUN DESERVES A GRAMMY WAUN DESERVES A GRAMMY htt   |2|Mon Feb 15 22:18:53 +0000 2016|[@californiakIass, WAUN, DESERVES, A, GRAMMY, WAUN, DESERVES, A, GRAMMY, WAUN, DESERVES, A, GRAMMY, WAUN, DESERVES, A, GRAMMY, WAUN, DESERVES, A, GRAMMY, htt]|139|22|[]|1|[]|1|[]|1
3145|@fox4wx: Not bad from 3 days out! We'll see if I hit my 70 on Thursday from over a week! #Readyfor70! Mike T. https://t.co/JdeUwuAOxu|2|Mon Feb 15 22:18:53 +0000 2016|[@fox4wx, Not, bad, from, 3, days, out, We'll, see, if, I, hit, my, 70, on, Thursday, from, over, a, week, #Readyfor70, Mike, T, https://t.co/JdeUwuAOxu]|133|24|[https://t.co/JdeUwuAOxu]|1|[#Readyfor70]|1|[#Readyfor70]|1
3146|#cometohungaryNiall 531 tweet &lt;3|0|Mon Feb 15 22:18:53 +0000 2016|[#cometohungaryNiall, 531, tweet, &lt;3]|35|4|[]|1|[#cometohungaryNiall]|1|[#cometohungaryNiall]|1
3147|@Abbey_Houghton_: I'm a sucker for some Dirty Heads|1|Mon Feb 15 22:18:53 +0000 2016|[@Abbey_Houghton_, I'm, a, sucker, for, some, Dirty, Heads]|51|8|[]|1|[]|1|[]|1
3148|"*pays bills*
haha, adulting
*gets diabetes*
lol I'm adulting so hard rn
*at father's funeral*
lmao"|0|Mon Feb 15 22:18:53 +0000 2016|"[*pays, bills*
haha, adulting
*gets, diabetes*
lol, I'm, adulting, so, hard, rn
*at, father's, funeral*
lmao]"|98|11|[]|1|[]|1|[]|1
3149|"I added a video to a @YouTube playlist https://t.co/Qthz0p4ndu Bernie Mac ""I Will F&amp;ck A Kid Up"""|0|Mon Feb 15 22:18:53 +0000 2016|[I, added, a, video, to, a, @YouTube, playlist, https://t.co/Qthz0p4ndu, Bernie, Mac, I, Will, F&amp;ck, A, Kid, Up]|100|17|[https://t.co/Qthz0p4ndu]|1|[]|1|[]|1
3150|@AinaLove73: When smoking at low temps your meat can Stall around 165-175f and it won't seem to budge. #thestall #BBQ #grilling https://   |1|Mon Feb 15 22:18:53 +0000 2016|[@AinaLove73, When, smoking, at, low, temps, your, meat, can, Stall, around, 165-175f, and, it, won't, seem, to, budge, #thestall, #BBQ, #grilling, https://]|139|22|[https://]|1|[#thestall, #BBQ, #grilling]|1|[#thestall, #BBQ, #grilling]|1
3151|We the students at @UChicago stand with #JNU student protests: https://t.co/6UiqzMd8NM #JNUCrackdown|0|Mon Feb 15 22:18:53 +0000 2016|[We, the, students, at, @UChicago, stand, with, #JNU, student, protests, https://t.co/6UiqzMd8NM, #JNUCrackdown]|100|12|[https://t.co/6UiqzMd8NM]|1|[#JNU, #JNUCrackdown]|1|[#JNU, #JNUCrackdown]|1
3152|@Chase_Antle32: I'll never ever understand|1|Mon Feb 15 22:18:53 +0000 2016|[@Chase_Antle32, I'll, never, ever, understand]|42|5|[]|1|[]|1|[]|1
3153|Im Finally Done my Den! Im still Unhappy i cant get my MovieStarPlanet account Back :'(|0|Mon Feb 15 22:18:53 +0000 2016|[Im, Finally, Done, my, Den, Im, still, Unhappy, i, cant, get, my, MovieStarPlanet, account, Back, :'(]|87|16|[]|1|[]|1|[]|1
3154|I liked a @YouTube video from @leafyishere https://t.co/QyC3GBoqhe HOW TO GET RAPED EVERYTIME|0|Mon Feb 15 22:18:53 +0000 2016|[I, liked, a, @YouTube, video, from, @leafyishere, https://t.co/QyC3GBoqhe, HOW, TO, GET, RAPED, EVERYTIME]|93|13|[https://t.co/QyC3GBoqhe]|1|[]|1|[]|1
3155|@Catale666: When she says she likes a bad boy. https://t.co/RqvxIclCYW|1|Mon Feb 15 22:18:53 +0000 2016|[@Catale666, When, she, says, she, likes, a, bad, boy, https://t.co/RqvxIclCYW]|70|10|[https://t.co/RqvxIclCYW]|1|[]|1|[]|1
3156|someone nice followed me but i didn't see it and now they've unfollowed me https://t.co/XiVgCCrYoe|0|Mon Feb 15 22:18:53 +0000 2016|[someone, nice, followed, me, but, i, didn't, see, it, and, now, they've, unfollowed, me, https://t.co/XiVgCCrYoe]|98|15|[https://t.co/XiVgCCrYoe]|1|[]|1|[]|1
3157|An accurate image of me listening to these rappers playing each other (and themselves) for attention &amp; relevance https://t.co/dXcyNpALCL|0|Mon Feb 15 22:18:53 +0000 2016|[An, accurate, image, of, me, listening, to, these, rappers, playing, each, other, (and, themselves), for, attention, &amp;, relevance, https://t.co/dXcyNpALCL]|140|19|[https://t.co/dXcyNpALCL]|1|[]|1|[]|1
3158|@ilonacatherine: David Cameron talking about eating disorders as though he 'gets' it. Might post him this. https://t.co/DD4exUgkKF|2|Mon Feb 15 22:18:53 +0000 2016|[@ilonacatherine, David, Cameron, talking, about, eating, disorders, as, though, he, 'gets', it, Might, post, him, this, https://t.co/DD4exUgkKF]|130|17|[https://t.co/DD4exUgkKF]|1|[]|1|[]|1
3159|@michaelamurdxck what the FUCK Michaela|0|Mon Feb 15 22:18:53 +0000 2016|[@michaelamurdxck, what, the, FUCK, Michaela]|39|5|[]|1|[]|1|[]|1
3160|@xiuroko13 lmao ////pats ur head// I feel|0|Mon Feb 15 22:18:53 +0000 2016|[@xiuroko13, lmao, ////pats, ur, head//, I, feel]|41|7|[]|1|[]|1|[]|1
3161|My mom don't like you            |0|Mon Feb 15 22:18:53 +0000 2016|[My, mom, don't, like, you]|33|5|[]|1|[]|1|[]|1
3162|@GagaMagazineUK: One more award until Gaga's is announced!|2|Mon Feb 15 22:18:53 +0000 2016|[@GagaMagazineUK, One, more, award, until, Gaga's, is, announced]|58|8|[]|1|[]|1|[]|1
3163|@JenesisJW: @DestAmerica Are you people nuts?! Bring back @thedemonfiles!! #TheDemonFiles  #thepeoplehavespoken|5|Mon Feb 15 22:18:53 +0000 2016|[@JenesisJW, @DestAmerica, Are, you, people, nuts?, Bring, back, @thedemonfiles, #TheDemonFiles, #thepeoplehavespoken]|111|11|[]|1|[#TheDemonFiles, #thepeoplehavespoken]|1|[#TheDemonFiles, #thepeoplehavespoken]|1
3164|assumptions taking u steps back|0|Mon Feb 15 22:18:53 +0000 2016|[assumptions, taking, u, steps, back]|31|5|[]|1|[]|1|[]|1
3165|Take a risk, you gotta shoot to miss...|0|Mon Feb 15 22:18:53 +0000 2016|[Take, a, risk, you, gotta, shoot, to, miss...]|39|8|[]|1|[]|1|[]|1
3166|A long way down from halfway up Capri. @ Capri, Italy https://t.co/iFQjrF605U|0|Mon Feb 15 22:18:53 +0000 2016|[A, long, way, down, from, halfway, up, Capri, @, Capri, Italy, https://t.co/iFQjrF605U]|77|12|[https://t.co/iFQjrF605U]|1|[]|1|[]|1
3167|@hannaknapp36 a latter? https://t.co/NoQPz9fbpP|0|Mon Feb 15 22:18:53 +0000 2016|[@hannaknapp36, a, latter?, https://t.co/NoQPz9fbpP]|47|4|[https://t.co/NoQPz9fbpP]|1|[]|1|[]|1
3168|I can't put Lebron above Kobe on the all time greats list yet|0|Mon Feb 15 22:18:53 +0000 2016|[I, can't, put, Lebron, above, Kobe, on, the, all, time, greats, list, yet]|61|13|[]|1|[]|1|[]|1
3169|@The_RealC4 live off of her husband in 2016 lol|0|Mon Feb 15 22:18:53 +0000 2016|[@The_RealC4, live, off, of, her, husband, in, 2016, lol]|47|9|[]|1|[]|1|[]|1
3170|@ProfJohnCrown: Always thought Stephen one of the best pols around. Just not sure he is a comfortable ideological fit with his co-leader   |1|Mon Feb 15 22:18:53 +0000 2016|[@ProfJohnCrown, Always, thought, Stephen, one, of, the, best, pols, around, Just, not, sure, he, is, a, comfortable, ideological, fit, with, his, co-leader]|139|22|[]|1|[]|1|[]|1
3171|I want somebody I can chill with all the time.|0|Mon Feb 15 22:18:53 +0000 2016|[I, want, somebody, I, can, chill, with, all, the, time.]|46|10|[]|1|[]|1|[]|1
3172|@Mones14: She told me no religion is the new religion.|1|Mon Feb 15 22:18:53 +0000 2016|[@Mones14, She, told, me, no, religion, is, the, new, religion.]|54|10|[]|1|[]|1|[]|1
3173|@CvilleTigers: Go follow two CU teams that have joined the Twitter world! Men's basketball @CvilleTigersMBB &amp; men's volleyball @CU_MensV   |1|Mon Feb 15 22:18:53 +0000 2016|[@CvilleTigers, Go, follow, two, CU, teams, that, have, joined, the, Twitter, world, Men's, basketball, @CvilleTigersMBB, &amp;, men's, volleyball, @CU_MensV]|143|19|[]|1|[]|1|[]|1
3174|Newborn baby found in toilet at Subway restaurant in California https://t.co/3MxkqRRFTo via @fox4kc|0|Mon Feb 15 22:18:53 +0000 2016|[Newborn, baby, found, in, toilet, at, Subway, restaurant, in, California, https://t.co/3MxkqRRFTo, via, @fox4kc]|99|13|[https://t.co/3MxkqRRFTo]|1|[]|1|[]|1
3175|I know.|0|Mon Feb 15 22:18:53 +0000 2016|[I, know.]|7|2|[]|1|[]|1|[]|1
3176|@Jeremiahpena6: Idc if we talk or not but you gotta say hi at least once a day to keep that snap streak alive hoe|2|Mon Feb 15 22:18:53 +0000 2016|[@Jeremiahpena6, Idc, if, we, talk, or, not, but, you, gotta, say, hi, at, least, once, a, day, to, keep, that, snap, streak, alive, hoe]|113|24|[]|1|[]|1|[]|1
3177|@croptoplarries: SHES LITERALLY NOT EVEN SINGING https://t.co/ryUKOYVOkR|2|Mon Feb 15 22:18:53 +0000 2016|[@croptoplarries, SHES, LITERALLY, NOT, EVEN, SINGING, https://t.co/ryUKOYVOkR]|72|7|[https://t.co/ryUKOYVOkR]|1|[]|1|[]|1
3178|@katneyl I LOVE U MA. Thank you for taking care of me ever since. I wouldn't be who I am today because of you. I promise you, --|0|Mon Feb 15 22:18:53 +0000 2016|[@katneyl, I, LOVE, U, MA, Thank, you, for, taking, care, of, me, ever, since, I, wouldn't, be, who, I, am, today, because, of, you, I, promise, you, --]|128|28|[]|1|[]|1|[]|1
3179|@Evolve_Global That was interesting. Thank you for the share!|0|Mon Feb 15 22:18:53 +0000 2016|[@Evolve_Global, That, was, interesting, Thank, you, for, the, share]|61|9|[]|1|[]|1|[]|1
3180|Protective me is rising|0|Mon Feb 15 22:18:53 +0000 2016|[Protective, me, is, rising]|23|4|[]|1|[]|1|[]|1
3181|Got a nosebleed while drivin and had no napkins in the car... Kinda looks like a murder scene in here     |0|Mon Feb 15 22:18:53 +0000 2016|[Got, a, nosebleed, while, drivin, and, had, no, napkins, in, the, car.., Kinda, looks, like, a, murder, scene, in, here]|106|20|[]|1|[]|1|[]|1
3182|@markpickard1 @USGeocaching except you         |0|Mon Feb 15 22:18:53 +0000 2016|[@markpickard1, @USGeocaching, except, you]|47|4|[]|1|[]|1|[]|1
3183|@porramani: Vote #Harmonizers for Best #Shazamily! Spread the word with #HarmonizersShazam. @FifthHarmony #ShazamYearInReview https://t.   |1|Mon Feb 15 22:18:53 +0000 2016|[@porramani, Vote, #Harmonizers, for, Best, #Shazamily, Spread, the, word, with, #HarmonizersShazam, @FifthHarmony, #ShazamYearInReview, https://t]|139|14|[https://t]|1|[#Harmonizers, #Shazamily, #HarmonizersShazam, #ShazamYearInReview]|1|[#Harmonizers, #Shazamily, #HarmonizersShazam, #ShazamYearInReview]|1
3184|Congratulations to @Keith_Dric who made his 50th appearance this weekend for @thesquirrelsFC. 13 goals &amp; 11 assists from our Irish winger.|0|Mon Feb 15 22:18:53 +0000 2016|[Congratulations, to, @Keith_Dric, who, made, his, 50th, appearance, this, weekend, for, @thesquirrelsFC, 13, goals, &amp;, 11, assists, from, our, Irish, winger.]|142|21|[]|1|[]|1|[]|1
3185|@woodardralph31: @realDonaldTrump @Janetlarose1 Jeb is so weak can't win on his own record I live in Florida  he was a terrible Gov.!!!|2|Mon Feb 15 22:18:53 +0000 2016|[@woodardralph31, @realDonaldTrump, @Janetlarose1, Jeb, is, so, weak, can't, win, on, his, own, record, I, live, in, Florida, he, was, a, terrible, Gov]|135|22|[]|1|[]|1|[]|1
3186|"Come See Us at Salon Melbourne 5-6 March 2016!

#UNGEX Pty Ltd is going to participate in Salon    https://t.co/8tmkBAaGuc"|0|Mon Feb 15 22:18:53 +0000 2016|"[Come, See, Us, at, Salon, Melbourne, 5-6, March, 2016, 

#UNGEX, Pty, Ltd, is, going, to, participate, in, Salon, https://t.co/8tmkBAaGuc]"|122|19|[https://t.co/8tmkBAaGuc]|1|[]|1|[]|1
3187|Stats for the day have arrived. 2 new followers and NO unfollowers :) via https://t.co/xfEWuVsHYT.|0|Mon Feb 15 22:18:53 +0000 2016|[Stats, for, the, day, have, arrived, 2, new, followers, and, NO, unfollowers, :), via, https://t.co/xfEWuVsHYT.]|98|15|[https://t.co/xfEWuVsHYT.]|1|[]|1|[]|1
3188|@drewmagary there is a Bernie Sanders version which ends the same way. Everyone is too goddamn lazy to work, so dogs put out fires with piss|0|Mon Feb 15 22:18:53 +0000 2016|[@drewmagary, there, is, a, Bernie, Sanders, version, which, ends, the, same, way, Everyone, is, too, goddamn, lazy, to, work, so, dogs, put, out, fires, with, piss]|140|26|[]|1|[]|1|[]|1
3189|I'm glad the Bad Accounts account is finally targeting our side of Twitter there are a lot of bad accounts here|0|Mon Feb 15 22:18:53 +0000 2016|[I'm, glad, the, Bad, Accounts, account, is, finally, targeting, our, side, of, Twitter, there, are, a, lot, of, bad, accounts, here]|111|21|[]|1|[]|1|[]|1
3190|@emmadala: That sounds like honest, sound logic @DonnellyStephen - I think you're on the wrong show... #cblive #leadersdebate|1|Mon Feb 15 22:18:53 +0000 2016|[@emmadala, That, sounds, like, honest, sound, logic, @DonnellyStephen, -, I, think, you're, on, the, wrong, show.., #cblive, #leadersdebate]|125|18|[]|1|[#cblive, #leadersdebate]|1|[#cblive, #leadersdebate]|1
3191|@kezdoe: Our Trap be boomin like the metro station              https://t.co/twp4b84Yr5|2|Mon Feb 15 22:18:53 +0000 2016|[@kezdoe, Our, Trap, be, boomin, like, the, metro, station, https://t.co/twp4b84Yr5]|87|10|[https://t.co/twp4b84Yr5]|1|[]|1|[]|1
3192|"Eyah""@UR_PLAYMAT3: Cc and get the lords blessings. ""@Ironized: See diswan bwezz like pawpaw"""""|0|Mon Feb 15 22:18:53 +0000 2016|[Eyah, @UR_PLAYMAT3, Cc, and, get, the, lords, blessings, @Ironized, See, diswan, bwezz, like, pawpaw]|93|14|[]|1|[]|1|[]|1
3193|@LooksOfMitch: Stunning!!! #PTXGrammys https://t.co/NgTGK2WLOy|8|Mon Feb 15 22:18:53 +0000 2016|[@LooksOfMitch, Stunning, #PTXGrammys, https://t.co/NgTGK2WLOy]|62|4|[https://t.co/NgTGK2WLOy]|1|[#PTXGrammys]|1|[#PTXGrammys]|1
3194|@MiriamKye  you are not jare! Olori! Remember feminist and independent xx|0|Mon Feb 15 22:19:25 +0000 2016|[@MiriamKye, you, are, not, jare, Olori, Remember, feminist, and, independent, xx]|73|11|[]|1|[]|1|[]|1
3195|Me thinking of that guy that could be my man but is taken.. https://t.co/nYCSGqYQeW|0|Mon Feb 15 22:19:25 +0000 2016|[Me, thinking, of, that, guy, that, could, be, my, man, but, is, taken., https://t.co/nYCSGqYQeW]|83|14|[https://t.co/nYCSGqYQeW]|1|[]|1|[]|1
3196|Get Weather Updates from The Weather Channel. 17:19:25|0|Mon Feb 15 22:19:25 +0000 2016|[Get, Weather, Updates, from, The, Weather, Channel, 17:19:25]|54|8|[]|1|[]|1|[]|1
3197|@miadalyy @tia_murray7 I don't get it|0|Mon Feb 15 22:19:25 +0000 2016|[@miadalyy, @tia_murray7, I, don't, get, it]|37|6|[]|1|[]|1|[]|1
3198|Today went well for me|0|Mon Feb 15 22:19:25 +0000 2016|[Today, went, well, for, me]|22|5|[]|1|[]|1|[]|1
3199|"@ReticentPuerile: || Innocent Hansol is activated."|1|Mon Feb 15 22:19:25 +0000 2016|"[@ReticentPuerile, ||, Innocent, Hansol, is, activated.]"|50|6|[]|1|[]|1|[]|1
3200|@JennyDell_ @middlebrooks Best of luck to you both for a long happy marriage|0|Mon Feb 15 22:19:25 +0000 2016|[@JennyDell_, @middlebrooks, Best, of, luck, to, you, both, for, a, long, happy, marriage]|76|13|[]|1|[]|1|[]|1
3201|The Walking Dead was inteeeeense!|0|Mon Feb 15 22:19:25 +0000 2016|[The, Walking, Dead, was, inteeeeense]|33|5|[]|1|[]|1|[]|1
3202|@3ds0nixz: @Drewcano1 I literally read this in your voice screaming hahaha thank you so much andrew!|1|Mon Feb 15 22:19:25 +0000 2016|[@3ds0nixz, @Drewcano1, I, literally, read, this, in, your, voice, screaming, hahaha, thank, you, so, much, andrew]|100|16|[]|1|[]|1|[]|1
3203|@WSDOT_East: US 12 - Semi rollover blocking both lanes a few miles east of White Pass. No estimated reopening.|3|Mon Feb 15 22:19:25 +0000 2016|[@WSDOT_East, US, 12, -, Semi, rollover, blocking, both, lanes, a, few, miles, east, of, White, Pass, No, estimated, reopening.]|110|19|[]|1|[]|1|[]|1
3204|"Found a Transponder Snail!
Execution! Is this the Straw Hats' final moment?!
https://t.co/kL5OhX8vPR #TreCru https://t.co/mWtMlyqG7y"|0|Mon Feb 15 22:19:25 +0000 2016|"[Found, a, Transponder, Snail, 
Execution, Is, this, the, Straw, Hats', final, moment?, 
https://t.co/kL5OhX8vPR, #TreCru, https://t.co/mWtMlyqG7y]"|132|15|[https://t.co/mWtMlyqG7y]|1|[#TreCru]|1|[#TreCru]|1
3205|I can't even scroll or like type it's so laggy|0|Mon Feb 15 22:19:25 +0000 2016|[I, can't, even, scroll, or, like, type, it's, so, laggy]|46|10|[]|1|[]|1|[]|1
3206|@DanMaduri The Iraq war had nothing to do with the attacks let's not forget that...|0|Mon Feb 15 22:19:25 +0000 2016|[@DanMaduri, The, Iraq, war, had, nothing, to, do, with, the, attacks, let's, not, forget, that...]|83|15|[]|1|[]|1|[]|1
3207|@BlueRaveFinn Yes. What a sin! It's miserable to have a constant runny nose.|0|Mon Feb 15 22:19:25 +0000 2016|[@BlueRaveFinn, Yes, What, a, sin, It's, miserable, to, have, a, constant, runny, nose.]|76|13|[]|1|[]|1|[]|1
3208|Want to work at Allstate Insurance ? We're #hiring in #Chicago, IL! Click for details: https://t.co/Wc9XLDWqTy #ProductMgmt #HireMe #Job|0|Mon Feb 15 22:19:25 +0000 2016|[Want, to, work, at, Allstate, Insurance, ?, We're, #hiring, in, #Chicago, IL, Click, for, details, https://t.co/Wc9XLDWqTy, #ProductMgmt, #HireMe, #Job]|136|19|[https://t.co/Wc9XLDWqTy]|1|[#hiring, #Chicago, #ProductMgmt, #HireMe, #Job]|1|[#hiring, #Chicago, #ProductMgmt, #HireMe, #Job]|1
3209|@Amareee2 What Are You then ?|0|Mon Feb 15 22:19:25 +0000 2016|[@Amareee2, What, Are, You, then, ?]|29|6|[]|1|[]|1|[]|1
3210|@aPaulinee: Harry is a bitch ass frog, Louis is a tiny bitch, Liam is a fucking bean, and Niall is literally bread #MeanTweets #Kimmel|1|Mon Feb 15 22:19:25 +0000 2016|[@aPaulinee, Harry, is, a, bitch, ass, frog, Louis, is, a, tiny, bitch, Liam, is, a, fucking, bean, and, Niall, is, literally, bread, #MeanTweets, #Kimmel]|134|24|[]|1|[#MeanTweets, #Kimmel]|1|[#MeanTweets, #Kimmel]|1
3211|@GameAnim I understand they have come out of hibernation early this year. So rare to see a group that big too!|0|Mon Feb 15 22:19:25 +0000 2016|[@GameAnim, I, understand, they, have, come, out, of, hibernation, early, this, year, So, rare, to, see, a, group, that, big, too]|110|21|[]|1|[]|1|[]|1
3212|A plane has been seized in Zimbabwe after large amounts of cash and a corpse were found on board https://t.co/UKkhpqledG #feedly|0|Mon Feb 15 22:19:25 +0000 2016|[A, plane, has, been, seized, in, Zimbabwe, after, large, amounts, of, cash, and, a, corpse, were, found, on, board, https://t.co/UKkhpqledG, #feedly]|128|21|[https://t.co/UKkhpqledG]|1|[#feedly]|1|[#feedly]|1
3213|too precious for this world https://t.co/jmqvIMd4jj|0|Mon Feb 15 22:19:25 +0000 2016|[too, precious, for, this, world, https://t.co/jmqvIMd4jj]|51|6|[https://t.co/jmqvIMd4jj]|1|[]|1|[]|1
3214|@briannaolandt: Never thought i would cry so much over a boy .|3|Mon Feb 15 22:19:25 +0000 2016|[@briannaolandt, Never, thought, i, would, cry, so, much, over, a, boy, .]|62|12|[]|1|[]|1|[]|1
3215|@OxygenPaids: Joined! @OxygenTweets LETS GET THIS HONEY!!! also with my boi @OxygenNetiq!|2|Mon Feb 15 22:19:25 +0000 2016|[@OxygenPaids, Joined, @OxygenTweets, LETS, GET, THIS, HONEY, also, with, my, boi, @OxygenNetiq]|89|12|[]|1|[]|1|[]|1
3216|That was just negative energy for me to feed off|0|Mon Feb 15 22:19:25 +0000 2016|[That, was, just, negative, energy, for, me, to, feed, off]|48|10|[]|1|[]|1|[]|1
3217|I Can u love 2 fuck a naked body at this moment|0|Mon Feb 15 22:19:25 +0000 2016|[I, Can, u, love, 2, fuck, a, naked, body, at, this, moment]|47|12|[]|1|[]|1|[]|1
3218|@girlthatstamyra girl he so luscious|0|Mon Feb 15 22:19:25 +0000 2016|[@girlthatstamyra, girl, he, so, luscious]|36|5|[]|1|[]|1|[]|1
3219|@ItsJustB0bby: Jay Electronica can wake up and be the best rapper in the world whenever he wants. BUT Y   ALL DON   T UNDERSTAND.|4|Mon Feb 15 22:19:25 +0000 2016|[@ItsJustB0bby, Jay, Electronica, can, wake, up, and, be, the, best, rapper, in, the, world, whenever, he, wants, BUT, Y, ALL, DON, T, UNDERSTAND.]|129|23|[]|1|[]|1|[]|1
